ScoreAfter10Overs,WicketsLost,RunRate,Last5OversRuns,Venue,PitchType,BattingTeam,DewPresent,FinalScore
63,6,6.3,26,Chennai,Turning,DC,1,95
107,5,10.7,42,Kolkata,Turning,DC,1,162
91,3,9.1,20,Bangalore,Turning,DC,1,156
106,0,10.6,37,Kolkata,Flat,MI,1,245
73,5,7.3,29,Bangalore,Slow,CSK,0,134
100,2,10.0,33,Chennai,Green,KKR,0,185
80,5,8.0,63,Kolkata,Slow,SRH,0,167
89,2,8.9,45,Kolkata,Slow,RCB,1,185
50,4,5.0,53,Bangalore,Flat,KKR,1,181
89,2,8.9,27,Chennai,Slow,DC,0,151
64,4,6.4,38,Kolkata,Green,RCB,1,137
53,6,5.3,38,Chennai,Slow,CSK,0,102
60,0,6.0,51,Bangalore,Flat,KKR,1,215
45,0,4.5,36,Mumbai,Turning,RCB,0,154
56,5,5.6,37,Mumbai,Green,KKR,0,114
73,0,7.3,50,Bangalore,Green,DC,1,185
96,0,9.6,36,Bangalore,Turning,MI,1,199
86,6,8.6,57,Mumbai,Green,RCB,0,175
70,2,7.0,39,Chennai,Turning,SRH,1,145
68,3,6.8,47,Chennai,Green,SRH,1,157
85,4,8.5,63,Bangalore,Slow,RCB,1,207
98,3,9.8,49,Chennai,Flat,KKR,0,222
62,4,6.2,39,Mumbai,Turning,MI,1,122
95,1,9.5,45,Chennai,Slow,SRH,1,203
51,0,5.1,23,Bangalore,Flat,RCB,0,177
82,4,8.2,50,Bangalore,Flat,CSK,0,205
71,4,7.1,29,Kolkata,Slow,MI,0,146
64,2,6.4,60,Bangalore,Flat,KKR,0,196
53,0,5.3,29,Kolkata,Flat,SRH,0,149
71,0,7.1,50,Chennai,Slow,KKR,0,194
60,2,6.0,45,Delhi,Green,MI,1,168
101,6,10.1,62,Kolkata,Flat,KKR,0,222
47,1,4.7,29,Mumbai,Green,SRH,0,119
106,2,10.6,38,Chennai,Slow,RCB,1,197
94,5,9.4,26,Delhi,Slow,KKR,0,131
81,3,8.1,27,Kolkata,Slow,CSK,1,133
101,0,10.1,42,Mumbai,Slow,DC,1,200
46,1,4.6,42,Kolkata,Green,RCB,1,149
53,1,5.3,61,Mumbai,Turning,DC,1,167
62,2,6.2,62,Bangalore,Slow,CSK,1,183
105,4,10.5,62,Mumbai,Turning,MI,1,212
89,4,8.9,59,Delhi,Flat,CSK,0,224
65,1,6.5,26,Chennai,Slow,DC,1,133
74,6,7.4,35,Chennai,Green,DC,1,133
98,0,9.8,23,Kolkata,Turning,CSK,0,174
54,3,5.4,43,Kolkata,Flat,MI,1,159
102,3,10.2,28,Kolkata,Green,MI,1,169
101,5,10.1,38,Mumbai,Green,DC,0,160
69,0,6.9,57,Chennai,Flat,MI,0,224
62,0,6.2,43,Delhi,Flat,RCB,0,204
108,1,10.8,33,Kolkata,Slow,SRH,1,188
62,6,6.2,24,Delhi,Slow,DC,1,118
54,4,5.4,25,Mumbai,Turning,CSK,0,100
74,0,7.4,58,Kolkata,Turning,CSK,0,194
82,6,8.2,36,Delhi,Turning,CSK,0,143
81,0,8.1,54,Kolkata,Green,SRH,1,190
52,4,5.2,64,Chennai,Slow,RCB,0,148
88,3,8.8,36,Mumbai,Turning,CSK,0,145
87,6,8.7,62,Chennai,Green,KKR,0,181
49,2,4.9,24,Delhi,Flat,SRH,1,156
61,2,6.1,22,Chennai,Flat,KKR,0,152
89,3,8.9,50,Bangalore,Green,CSK,0,166
70,4,7.0,58,Delhi,Flat,SRH,1,180
94,6,9.4,44,Mumbai,Slow,DC,1,169
62,0,6.2,48,Chennai,Turning,RCB,0,161
100,0,10.0,35,Mumbai,Flat,SRH,0,208
97,5,9.7,54,Kolkata,Flat,CSK,0,217
52,0,5.2,23,Mumbai,Slow,MI,1,125
85,2,8.5,58,Mumbai,Turning,MI,1,196
60,5,6.0,24,Chennai,Turning,SRH,0,90
90,6,9.0,34,Delhi,Turning,RCB,1,160
76,4,7.6,37,Bangalore,Flat,CSK,1,193
97,5,9.7,59,Delhi,Turning,CSK,0,193
62,6,6.2,53,Mumbai,Turning,DC,0,119
92,5,9.2,29,Chennai,Green,DC,1,145
103,0,10.3,21,Delhi,Flat,RCB,1,218
94,2,9.4,25,Chennai,Turning,SRH,1,149
47,6,4.7,44,Delhi,Slow,CSK,0,104
93,1,9.3,62,Delhi,Flat,DC,1,228
89,0,8.9,58,Bangalore,Turning,SRH,0,211
48,2,4.8,59,Delhi,Slow,DC,0,167
58,4,5.8,44,Bangalore,Slow,KKR,1,139
93,3,9.3,35,Mumbai,Flat,RCB,1,195
76,6,7.6,54,Bangalore,Turning,SRH,1,139
80,2,8.0,37,Bangalore,Flat,CSK,1,199
86,6,8.6,36,Mumbai,Slow,KKR,0,146
46,3,4.6,22,Bangalore,Slow,DC,0,104
52,4,5.2,25,Bangalore,Turning,CSK,1,96
78,6,7.8,37,Bangalore,Slow,MI,0,150
67,1,6.7,59,Chennai,Green,CSK,0,164
109,6,10.9,48,Kolkata,Turning,CSK,0,155
78,2,7.8,21,Bangalore,Flat,SRH,0,162
58,0,5.8,52,Delhi,Flat,SRH,0,186
71,2,7.1,56,Bangalore,Slow,CSK,1,200
81,1,8.1,21,Bangalore,Turning,RCB,1,170
92,3,9.2,38,Kolkata,Flat,MI,1,188
82,1,8.2,57,Chennai,Flat,SRH,0,224
85,4,8.5,65,Kolkata,Turning,MI,1,200
49,5,4.9,29,Delhi,Flat,CSK,0,130
109,4,10.9,60,Kolkata,Slow,SRH,0,217
51,4,5.1,50,Kolkata,Slow,RCB,1,142
82,1,8.2,41,Mumbai,Turning,MI,1,172
59,5,5.9,35,Delhi,Slow,RCB,0,126
109,0,10.9,43,Delhi,Green,KKR,1,205
61,4,6.1,35,Delhi,Green,SRH,1,136
81,2,8.1,40,Chennai,Flat,KKR,1,196
63,4,6.3,51,Mumbai,Green,KKR,0,141
60,3,6.0,36,Kolkata,Slow,DC,0,121
49,6,4.9,47,Chennai,Green,CSK,0,111
94,3,9.4,42,Mumbai,Slow,DC,0,184
82,0,8.2,41,Bangalore,Flat,DC,0,196
90,3,9.0,46,Delhi,Slow,RCB,1,199
62,5,6.2,31,Kolkata,Flat,MI,0,149
92,5,9.2,61,Delhi,Slow,RCB,1,191
110,5,11.0,57,Bangalore,Flat,MI,1,239
88,0,8.8,56,Kolkata,Slow,RCB,1,217
85,6,8.5,31,Mumbai,Flat,DC,0,159
80,4,8.0,59,Bangalore,Flat,RCB,1,213
60,2,6.0,37,Delhi,Slow,MI,0,140
78,4,7.8,26,Mumbai,Turning,MI,0,121
110,6,11.0,30,Chennai,Flat,SRH,0,162
107,6,10.7,21,Bangalore,Green,RCB,1,166
101,4,10.1,28,Delhi,Turning,CSK,0,147
100,3,10.0,36,Chennai,Green,RCB,0,190
90,6,9.0,25,Mumbai,Flat,RCB,0,170
87,2,8.7,49,Kolkata,Flat,DC,1,224
49,3,4.9,26,Kolkata,Turning,MI,0,119
46,1,4.6,28,Kolkata,Slow,MI,0,118
105,1,10.5,51,Mumbai,Slow,RCB,0,214
56,4,5.6,33,Chennai,Slow,CSK,1,123
71,5,7.1,31,Chennai,Slow,DC,1,131
93,5,9.3,57,Mumbai,Turning,KKR,0,191
83,6,8.3,34,Bangalore,Slow,KKR,1,153
90,4,9.0,50,Bangalore,Flat,MI,0,226
81,3,8.1,48,Bangalore,Green,DC,1,162
67,3,6.7,40,Chennai,Turning,DC,1,143
61,6,6.1,50,Delhi,Slow,DC,0,119
82,2,8.2,52,Mumbai,Slow,CSK,1,183
85,3,8.5,45,Delhi,Slow,KKR,1,192
51,2,5.1,51,Mumbai,Turning,DC,0,136
102,3,10.2,34,Kolkata,Green,SRH,0,174
59,4,5.9,59,Bangalore,Green,SRH,0,170
47,6,4.7,44,Chennai,Turning,RCB,0,114
51,4,5.1,33,Bangalore,Green,MI,1,137
74,2,7.4,30,Bangalore,Turning,KKR,0,146
76,0,7.6,22,Chennai,Flat,SRH,1,184
107,0,10.7,30,Bangalore,Turning,CSK,0,191
76,0,7.6,37,Chennai,Slow,DC,1,158
79,6,7.9,25,Chennai,Flat,SRH,1,130
46,5,4.6,54,Kolkata,Green,CSK,1,121
84,6,8.4,40,Delhi,Flat,RCB,1,184
70,0,7.0,36,Kolkata,Slow,KKR,1,167
56,1,5.6,46,Kolkata,Turning,KKR,1,166
109,1,10.9,44,Chennai,Slow,DC,1,220
92,6,9.2,54,Chennai,Slow,MI,0,169
74,3,7.4,43,Delhi,Flat,DC,1,181
63,6,6.3,60,Chennai,Flat,SRH,0,160
107,4,10.7,35,Chennai,Green,KKR,1,174
74,0,7.4,51,Bangalore,Slow,RCB,1,216
64,0,6.4,40,Kolkata,Slow,CSK,1,172
71,6,7.1,55,Delhi,Slow,RCB,0,156
104,5,10.4,50,Kolkata,Flat,CSK,1,220
54,3,5.4,28,Chennai,Green,SRH,0,97
70,3,7.0,27,Chennai,Slow,KKR,0,136
107,1,10.7,55,Delhi,Slow,CSK,1,210
100,2,10.0,63,Bangalore,Turning,SRH,1,216
66,1,6.6,38,Kolkata,Green,SRH,1,152
77,3,7.7,49,Mumbai,Turning,DC,0,149
105,0,10.5,40,Delhi,Green,MI,1,194
45,2,4.5,64,Mumbai,Green,DC,0,160
103,2,10.3,26,Chennai,Slow,SRH,0,151
89,5,8.9,55,Mumbai,Turning,DC,0,181
69,2,6.9,38,Delhi,Turning,RCB,1,170
77,4,7.7,54,Mumbai,Flat,SRH,0,182
72,2,7.2,31,Bangalore,Flat,MI,1,180
80,6,8.0,59,Delhi,Green,MI,0,176
74,1,7.4,25,Kolkata,Green,MI,0,144
45,2,4.5,24,Chennai,Green,SRH,1,101
105,2,10.5,39,Kolkata,Flat,MI,1,219
94,5,9.4,50,Bangalore,Turning,SRH,1,173
55,4,5.5,33,Mumbai,Turning,DC,0,121
100,4,10.0,48,Delhi,Turning,DC,0,174
100,5,10.0,42,Mumbai,Flat,RCB,1,221
89,5,8.9,47,Mumbai,Green,KKR,1,161
46,1,4.6,48,Bangalore,Green,CSK,1,147
57,2,5.7,36,Kolkata,Flat,SRH,1,150
80,5,8.0,50,Delhi,Flat,DC,1,182
52,4,5.2,21,Delhi,Slow,KKR,0,103
58,0,5.8,43,Chennai,Green,DC,0,161
61,0,6.1,46,Chennai,Flat,KKR,0,185
57,6,5.7,54,Bangalore,Green,DC,0,130
85,5,8.5,30,Kolkata,Turning,SRH,0,141
96,3,9.6,62,Chennai,Flat,MI,0,238
79,0,7.9,31,Delhi,Flat,RCB,0,206
109,3,10.9,31,Chennai,Turning,RCB,1,166
88,3,8.8,56,Chennai,Slow,CSK,0,198
56,1,5.6,25,Mumbai,Turning,SRH,0,127
66,6,6.6,20,Mumbai,Turning,KKR,0,110
76,2,7.6,63,Mumbai,Green,RCB,0,195
81,1,8.1,37,Mumbai,Turning,KKR,0,175
69,2,6.9,32,Mumbai,Turning,RCB,1,144
56,3,5.6,42,Kolkata,Turning,RCB,1,152
66,0,6.6,57,Delhi,Green,SRH,0,185
100,2,10.0,61,Bangalore,Green,RCB,1,214
110,6,11.0,33,Bangalore,Green,KKR,1,156
59,4,5.9,62,Mumbai,Slow,MI,1,176
86,2,8.6,56,Delhi,Flat,RCB,0,232
90,6,9.0,20,Mumbai,Slow,KKR,1,130
57,1,5.7,42,Bangalore,Green,KKR,0,163
47,3,4.7,59,Delhi,Slow,DC,1,155
76,2,7.6,43,Kolkata,Turning,KKR,1,156
50,1,5.0,52,Chennai,Slow,KKR,1,176
96,4,9.6,21,Mumbai,Green,RCB,0,167
62,1,6.2,62,Bangalore,Flat,CSK,1,227
63,6,6.3,42,Delhi,Slow,MI,1,122
63,1,6.3,31,Bangalore,Turning,CSK,0,129
71,3,7.1,25,Mumbai,Green,DC,1,117
106,1,10.6,42,Chennai,Slow,SRH,1,206
72,3,7.2,62,Delhi,Slow,DC,0,188
57,3,5.7,28,Bangalore,Green,KKR,1,141
81,6,8.1,63,Delhi,Slow,SRH,0,166
107,5,10.7,57,Chennai,Green,SRH,0,194
75,2,7.5,43,Bangalore,Flat,SRH,1,211
54,5,5.4,34,Mumbai,Slow,MI,0,112
83,3,8.3,25,Bangalore,Slow,DC,0,144
64,2,6.4,39,Delhi,Slow,CSK,1,168
98,1,9.8,30,Delhi,Flat,KKR,0,200
57,5,5.7,45,Chennai,Green,RCB,0,135
109,3,10.9,63,Delhi,Flat,KKR,1,249
51,2,5.1,47,Bangalore,Flat,SRH,1,179
92,6,9.2,50,Bangalore,Turning,CSK,0,159
94,6,9.4,63,Chennai,Green,CSK,1,196
78,1,7.8,52,Kolkata,Slow,KKR,0,185
81,0,8.1,27,Delhi,Slow,RCB,0,184
92,2,9.2,47,Bangalore,Turning,CSK,1,176
82,2,8.2,46,Chennai,Slow,RCB,1,191
49,4,4.9,27,Bangalore,Flat,SRH,1,130
67,0,6.7,54,Chennai,Green,DC,0,177
108,3,10.8,37,Bangalore,Slow,DC,0,201
103,0,10.3,24,Bangalore,Turning,CSK,0,178
57,3,5.7,52,Chennai,Turning,DC,1,140
96,0,9.6,31,Bangalore,Flat,KKR,0,224
69,4,6.9,36,Bangalore,Green,DC,0,132
105,1,10.5,47,Bangalore,Green,RCB,0,219
96,1,9.6,63,Bangalore,Turning,CSK,1,208
47,6,4.7,46,Mumbai,Turning,RCB,1,127
85,0,8.5,34,Mumbai,Flat,DC,1,198
53,4,5.3,38,Kolkata,Slow,SRH,1,130
87,4,8.7,44,Delhi,Flat,RCB,1,200
89,6,8.9,48,Mumbai,Slow,DC,1,158
66,5,6.6,44,Bangalore,Slow,CSK,0,148
107,4,10.7,42,Chennai,Green,DC,1,172
82,6,8.2,40,Delhi,Slow,CSK,0,147
66,4,6.6,42,Kolkata,Slow,KKR,0,152
81,4,8.1,51,Mumbai,Slow,SRH,0,166
60,0,6.0,45,Mumbai,Green,CSK,1,156
65,6,6.5,45,Kolkata,Slow,RCB,0,139
80,2,8.0,43,Chennai,Turning,SRH,1,150
96,3,9.6,49,Bangalore,Slow,MI,0,194
81,0,8.1,54,Bangalore,Slow,DC,0,206
57,3,5.7,57,Delhi,Slow,KKR,0,166
48,4,4.8,34,Mumbai,Flat,SRH,1,159
47,2,4.7,59,Mumbai,Green,SRH,1,163
56,2,5.6,21,Kolkata,Slow,SRH,0,125
65,3,6.5,43,Mumbai,Green,KKR,0,143
61,2,6.1,24,Chennai,Green,SRH,1,118
76,5,7.6,58,Delhi,Green,MI,1,172
59,6,5.9,58,Bangalore,Green,MI,1,161
53,0,5.3,22,Delhi,Slow,KKR,0,140
98,2,9.8,65,Kolkata,Flat,DC,0,237
106,6,10.6,23,Bangalore,Slow,DC,0,145
96,5,9.6,52,Delhi,Slow,CSK,0,168
78,6,7.8,57,Chennai,Green,RCB,1,173
88,1,8.8,35,Delhi,Green,RCB,0,172
54,3,5.4,65,Delhi,Green,RCB,1,170
101,2,10.1,48,Bangalore,Turning,SRH,0,198
62,1,6.2,53,Bangalore,Flat,MI,1,213
91,5,9.1,38,Bangalore,Green,SRH,1,158
101,5,10.1,38,Mumbai,Green,MI,1,185
94,2,9.4,60,Mumbai,Flat,MI,1,232
46,2,4.6,43,Kolkata,Slow,KKR,0,133
64,4,6.4,52,Bangalore,Turning,KKR,1,161
66,6,6.6,53,Delhi,Green,KKR,1,132
53,2,5.3,34,Bangalore,Green,MI,0,128
60,5,6.0,32,Bangalore,Slow,KKR,0,136
74,5,7.4,32,Bangalore,Flat,KKR,0,179
87,4,8.7,24,Bangalore,Flat,CSK,1,177
76,1,7.6,36,Mumbai,Green,MI,1,159
50,4,5.0,37,Kolkata,Turning,CSK,0,116
53,1,5.3,53,Bangalore,Flat,MI,0,188
106,3,10.6,26,Kolkata,Flat,RCB,0,192
106,0,10.6,48,Chennai,Slow,MI,0,217
72,4,7.2,51,Bangalore,Flat,SRH,1,204
59,5,5.9,48,Mumbai,Slow,CSK,1,153
97,4,9.7,37,Delhi,Green,RCB,1,177
81,5,8.1,39,Bangalore,Green,RCB,1,168
109,2,10.9,60,Delhi,Flat,MI,1,240
85,4,8.5,50,Delhi,Green,MI,0,180
100,5,10.0,39,Chennai,Slow,RCB,0,163
58,6,5.8,34,Mumbai,Turning,SRH,1,102
105,0,10.5,63,Bangalore,Green,SRH,0,225
65,1,6.5,45,Mumbai,Green,SRH,0,153
105,5,10.5,58,Delhi,Turning,MI,1,195
83,2,8.3,29,Bangalore,Turning,DC,1,164
85,3,8.5,39,Delhi,Slow,KKR,0,175
96,0,9.6,46,Bangalore,Green,KKR,1,194
70,1,7.0,62,Bangalore,Turning,RCB,0,190
99,6,9.9,44,Bangalore,Green,MI,1,187
80,0,8.0,24,Mumbai,Green,RCB,1,184
105,0,10.5,62,Delhi,Slow,MI,1,245
93,0,9.3,26,Chennai,Turning,RCB,1,172
81,0,8.1,50,Mumbai,Flat,RCB,1,244
64,6,6.4,29,Kolkata,Turning,SRH,0,99
56,3,5.6,35,Bangalore,Turning,SRH,1,134
47,1,4.7,24,Bangalore,Turning,KKR,0,105
86,3,8.6,34,Delhi,Turning,RCB,0,163
78,2,7.8,58,Chennai,Green,CSK,1,181
95,6,9.5,51,Chennai,Flat,SRH,1,180
100,0,10.0,52,Bangalore,Slow,RCB,1,238
53,5,5.3,24,Kolkata,Flat,SRH,0,123
65,6,6.5,52,Chennai,Slow,SRH,0,145
54,6,5.4,63,Delhi,Turning,KKR,1,156
64,5,6.4,41,Chennai,Green,DC,1,127
100,0,10.0,45,Kolkata,Turning,CSK,1,182
46,1,4.6,40,Delhi,Green,RCB,0,145
86,4,8.6,49,Mumbai,Turning,DC,0,153
63,1,6.3,39,Mumbai,Flat,CSK,0,189
61,4,6.1,42,Chennai,Turning,RCB,0,139
71,1,7.1,39,Mumbai,Slow,RCB,0,187
72,6,7.2,42,Chennai,Green,KKR,0,141
93,0,9.3,48,Mumbai,Slow,CSK,1,207
96,1,9.6,33,Delhi,Flat,CSK,0,204
60,1,6.0,33,Chennai,Slow,DC,1,150
85,3,8.5,32,Mumbai,Flat,SRH,1,184
77,4,7.7,27,Delhi,Flat,CSK,1,173
98,3,9.8,26,Bangalore,Turning,RCB,0,162
83,1,8.3,64,Chennai,Slow,KKR,0,219
80,5,8.0,61,Bangalore,Flat,MI,0,199
46,1,4.6,53,Mumbai,Green,DC,1,164
49,0,4.9,58,Mumbai,Turning,RCB,1,188
65,3,6.5,31,Mumbai,Green,DC,0,125
59,6,5.9,30,Chennai,Slow,MI,1,110
92,6,9.2,36,Kolkata,Turning,CSK,0,132
48,3,4.8,22,Mumbai,Slow,CSK,1,120
66,1,6.6,26,Chennai,Turning,MI,0,128
53,0,5.3,50,Delhi,Slow,SRH,1,155
45,2,4.5,50,Delhi,Turning,MI,1,149
91,4,9.1,62,Chennai,Slow,KKR,0,181
73,4,7.3,28,Mumbai,Green,DC,0,135
57,5,5.7,45,Bangalore,Flat,MI,0,158
68,5,6.8,62,Bangalore,Turning,DC,1,169
79,6,7.9,28,Bangalore,Slow,RCB,0,142
49,5,4.9,44,Chennai,Green,MI,0,106
49,6,4.9,35,Mumbai,Slow,RCB,0,119
106,3,10.6,42,Mumbai,Slow,KKR,0,192
78,4,7.8,48,Chennai,Turning,DC,1,147
68,2,6.8,41,Delhi,Slow,DC,0,159
88,6,8.8,53,Bangalore,Flat,RCB,1,216
48,4,4.8,28,Chennai,Green,KKR,0,88
82,1,8.2,42,Bangalore,Slow,KKR,0,199
109,1,10.9,45,Kolkata,Green,MI,0,214
47,1,4.7,42,Kolkata,Green,SRH,0,142
91,4,9.1,34,Kolkata,Green,RCB,0,148
66,5,6.6,60,Kolkata,Green,DC,0,154
99,6,9.9,32,Bangalore,Flat,KKR,1,185
98,3,9.8,49,Bangalore,Green,DC,1,178
54,2,5.4,65,Kolkata,Turning,MI,0,151
97,1,9.7,29,Delhi,Green,MI,1,189
65,5,6.5,46,Delhi,Green,MI,1,132
73,2,7.3,28,Delhi,Flat,DC,0,157
101,1,10.1,63,Bangalore,Turning,CSK,0,218
84,4,8.4,26,Kolkata,Slow,MI,1,142
60,4,6.0,59,Delhi,Green,CSK,1,171
79,0,7.9,44,Bangalore,Flat,DC,1,213
66,5,6.6,64,Delhi,Turning,MI,0,146
91,1,9.1,62,Delhi,Slow,KKR,0,219
58,6,5.8,37,Bangalore,Turning,DC,1,112
77,2,7.7,25,Chennai,Flat,DC,1,160
108,1,10.8,57,Delhi,Turning,CSK,1,218
93,4,9.3,53,Delhi,Flat,SRH,0,209
57,4,5.7,26,Chennai,Green,RCB,1,129
95,5,9.5,22,Bangalore,Slow,KKR,0,162
96,6,9.6,60,Delhi,Flat,MI,0,198
87,0,8.7,38,Delhi,Flat,DC,1,222
77,2,7.7,63,Bangalore,Turning,MI,1,196
51,2,5.1,49,Bangalore,Green,MI,1,166
96,6,9.6,42,Mumbai,Slow,CSK,1,163
74,2,7.4,39,Chennai,Flat,DC,1,178
108,5,10.8,31,Delhi,Green,RCB,1,169
88,6,8.8,48,Bangalore,Green,MI,1,154
59,1,5.9,57,Bangalore,Turning,SRH,0,162
54,1,5.4,25,Chennai,Slow,RCB,0,139
88,4,8.8,42,Delhi,Green,KKR,0,174
82,4,8.2,56,Chennai,Turning,MI,1,183
50,1,5.0,55,Mumbai,Turning,CSK,1,150
73,1,7.3,34,Delhi,Green,MI,0,150
76,0,7.6,59,Delhi,Slow,KKR,0,199
68,6,6.8,53,Kolkata,Slow,DC,1,157
78,5,7.8,43,Bangalore,Slow,RCB,1,182
75,2,7.5,54,Bangalore,Flat,DC,0,202
76,6,7.6,54,Kolkata,Green,CSK,1,156
85,0,8.5,58,Mumbai,Turning,DC,0,196
79,4,7.9,23,Delhi,Slow,KKR,1,125
66,0,6.6,55,Delhi,Flat,RCB,1,234
63,0,6.3,63,Bangalore,Flat,DC,1,227
77,5,7.7,21,Kolkata,Slow,KKR,0,118
72,5,7.2,48,Bangalore,Turning,RCB,0,157
110,3,11.0,29,Kolkata,Turning,CSK,0,170
90,4,9.0,27,Chennai,Flat,SRH,1,178
65,5,6.5,32,Mumbai,Green,MI,0,129
108,5,10.8,27,Bangalore,Flat,CSK,1,196
94,6,9.4,46,Delhi,Slow,MI,1,163
57,2,5.7,42,Mumbai,Slow,RCB,1,149
68,2,6.8,45,Mumbai,Green,RCB,0,162
102,6,10.2,26,Kolkata,Turning,CSK,0,136
52,5,5.2,43,Chennai,Green,CSK,0,99
86,3,8.6,39,Chennai,Turning,CSK,0,141
108,1,10.8,54,Mumbai,Turning,CSK,0,214
92,4,9.2,31,Delhi,Green,SRH,0,157
101,0,10.1,59,Chennai,Flat,RCB,1,247
89,5,8.9,31,Kolkata,Green,CSK,1,134
64,4,6.4,41,Delhi,Slow,KKR,0,147
53,2,5.3,35,Bangalore,Green,MI,1,132
96,0,9.6,42,Chennai,Slow,DC,0,203
56,5,5.6,61,Bangalore,Slow,SRH,0,147
86,1,8.6,48,Mumbai,Turning,DC,1,181
100,3,10.0,25,Delhi,Flat,KKR,0,182
106,4,10.6,44,Bangalore,Slow,RCB,0,200
50,1,5.0,25,Bangalore,Green,DC,1,134
51,4,5.1,21,Chennai,Turning,KKR,0,85
51,6,5.1,63,Delhi,Green,SRH,1,146
50,1,5.0,26,Delhi,Green,MI,1,115
71,3,7.1,33,Kolkata,Flat,CSK,1,161
59,2,5.9,20,Mumbai,Turning,MI,1,132
74,2,7.4,45,Chennai,Green,MI,0,166
78,3,7.8,63,Kolkata,Turning,MI,1,184
46,3,4.6,46,Delhi,Turning,MI,1,126
46,5,4.6,64,Delhi,Flat,DC,1,162
73,0,7.3,60,Chennai,Flat,MI,1,214
68,4,6.8,40,Mumbai,Turning,DC,1,132
81,2,8.1,56,Bangalore,Flat,CSK,1,233
70,0,7.0,55,Delhi,Green,MI,0,186
106,0,10.6,27,Mumbai,Flat,KKR,0,204
53,1,5.3,47,Kolkata,Turning,KKR,0,144
50,5,5.0,52,Mumbai,Green,DC,1,120
46,1,4.6,41,Bangalore,Green,RCB,1,144
52,3,5.2,44,Mumbai,Turning,SRH,0,119
68,5,6.8,32,Bangalore,Slow,CSK,1,122
76,4,7.6,53,Bangalore,Green,MI,1,162
59,5,5.9,24,Delhi,Flat,SRH,0,136
86,2,8.6,22,Mumbai,Flat,DC,0,159
93,0,9.3,56,Chennai,Slow,SRH,0,217
73,6,7.3,60,Chennai,Flat,CSK,1,200
94,2,9.4,63,Kolkata,Slow,KKR,0,217
107,4,10.7,36,Bangalore,Slow,KKR,0,182
91,1,9.1,29,Bangalore,Green,KKR,1,189
65,2,6.5,21,Delhi,Turning,MI,0,119
97,5,9.7,54,Mumbai,Slow,MI,1,186
96,3,9.6,46,Delhi,Slow,KKR,1,190
91,2,9.1,40,Delhi,Green,DC,0,162
72,5,7.2,32,Kolkata,Green,DC,1,139
104,4,10.4,46,Bangalore,Turning,MI,1,179
105,0,10.5,54,Delhi,Turning,SRH,1,199
70,1,7.0,41,Kolkata,Green,DC,1,174
100,1,10.0,48,Chennai,Green,KKR,0,189
64,5,6.4,45,Kolkata,Green,MI,1,136
104,1,10.4,28,Delhi,Turning,SRH,0,173
57,6,5.7,24,Chennai,Flat,CSK,0,113
56,2,5.6,42,Mumbai,Green,MI,1,162
53,2,5.3,59,Bangalore,Slow,KKR,1,183
67,2,6.7,39,Chennai,Green,MI,0,145
60,4,6.0,59,Delhi,Green,SRH,1,163
80,5,8.0,35,Chennai,Green,KKR,0,144
50,1,5.0,44,Delhi,Slow,KKR,0,158
47,4,4.7,64,Bangalore,Slow,SRH,0,153
47,3,4.7,62,Kolkata,Turning,RCB,0,166
92,0,9.2,31,Mumbai,Turning,DC,1,188
64,0,6.4,62,Mumbai,Turning,RCB,0,188
108,0,10.8,59,Kolkata,Slow,MI,1,250
77,1,7.7,52,Bangalore,Flat,KKR,1,235
66,0,6.6,61,Mumbai,Turning,RCB,1,196
88,0,8.8,37,Delhi,Flat,RCB,0,205
46,5,4.6,56,Chennai,Turning,KKR,0,136
105,3,10.5,44,Chennai,Turning,DC,1,174
91,6,9.1,52,Delhi,Slow,DC,1,161
89,5,8.9,36,Kolkata,Green,KKR,1,146
55,3,5.5,62,Chennai,Turning,SRH,0,132
61,6,6.1,26,Mumbai,Flat,MI,1,128
64,4,6.4,35,Chennai,Flat,CSK,0,160
88,6,8.8,59,Chennai,Green,SRH,1,173
87,6,8.7,62,Chennai,Flat,CSK,0,189
55,1,5.5,25,Chennai,Flat,KKR,0,142
51,5,5.1,25,Delhi,Turning,DC,0,88
70,5,7.0,51,Kolkata,Green,KKR,1,161
52,3,5.2,31,Kolkata,Flat,CSK,0,134
78,1,7.8,54,Kolkata,Green,DC,0,187
54,1,5.4,31,Bangalore,Green,MI,1,148
82,4,8.2,46,Kolkata,Turning,MI,1,155
89,5,8.9,35,Kolkata,Flat,DC,1,171
65,0,6.5,23,Chennai,Slow,RCB,0,150
100,0,10.0,63,Delhi,Flat,DC,0,246
91,5,9.1,63,Kolkata,Flat,SRH,1,223
85,3,8.5,42,Delhi,Turning,KKR,1,174
107,2,10.7,54,Mumbai,Green,SRH,0,192
90,3,9.0,49,Delhi,Turning,KKR,1,191
104,3,10.4,29,Mumbai,Slow,KKR,0,186
62,6,6.2,40,Delhi,Green,KKR,1,111
100,6,10.0,62,Mumbai,Green,SRH,0,176
57,0,5.7,45,Delhi,Green,RCB,1,162
47,3,4.7,45,Mumbai,Turning,SRH,1,120
69,3,6.9,58,Delhi,Slow,KKR,0,174
52,2,5.2,26,Chennai,Turning,DC,1,113
82,1,8.2,35,Kolkata,Slow,MI,1,175
46,2,4.6,60,Mumbai,Turning,DC,1,160
99,4,9.9,27,Kolkata,Green,SRH,1,147
92,6,9.2,64,Mumbai,Turning,SRH,1,167
